"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + pos + I(pos^2) + log_freq",1157.82291178406,274.911686657679,19.1879003240849,100,2.73440106136886
"CumErr + pos + I(pos^2)",1165.34009986185,267.394498579884,18.6632261739688,97.2655989386311,7.48821212426233
"CumErr + pos",1185.92607011316,246.80852832857,17.2263954955093,89.7773868143688,0.693507762610011
"CumErr",1187.83260400046,244.901994441277,17.0933259172799,89.0838790517588,89.0838790517588
"null",1432.73459844173,0,0,NA,0
