"","model","p_accounted_for","model_deviance","diff_CumErr+pos","diff_CumErr","diff_CumErr+pos+I(pos^2)","diff_CumErr+pos+I(pos^2)+log_freq"
"1","preserved ~ CumErr+pos",0.855275158407577,1185.92607011316,0,-0.00802330048336719,-0.0356374276983682,-0.0388006152258359
"2","preserved ~ CumErr",0.863298458890945,1187.83260400046,0.00802330048336719,0,-0.027614127215001,-0.0307773147424687
"3","preserved ~ CumErr+pos+I(pos^2)",0.890912586105946,1165.34009986185,0.0356374276983682,0.027614127215001,0,-0.00316318752746769
"4","preserved ~ CumErr+pos+I(pos^2)+log_freq",0.894075773633413,1157.82291178406,0.0388006152258359,0.0307773147424687,0.00316318752746769,0
