"","model","p_accounted_for","model_deviance","diff_CumErr+log_freq+I(pos^2)+pos","diff_CumErr+log_freq+I(pos^2)","diff_CumErr","diff_CumErr+log_freq"
"1","preserved ~ CumErr+log_freq+I(pos^2)+pos",0.84232648943514,2060.33428844596,0,-0.00217353557024358,-0.0113313592678367,-0.0185860577734233
"2","preserved ~ CumErr+log_freq+I(pos^2)",0.844500025005384,2060.67251248305,0.00217353557024358,0,-0.0091578236975931,-0.0164125222031797
"3","preserved ~ CumErr",0.853657848702977,2084.09347992468,0.0113313592678367,0.0091578236975931,0,-0.00725469850558658
"4","preserved ~ CumErr+log_freq",0.860912547208563,2071.20483933873,0.0185860577734233,0.0164125222031797,0.00725469850558658,0
