"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + log_freq + I(pos^2) + pos",2060.33428844596,185.595550744948,8.26363974093727,100,0.182237147248358
"CumErr + log_freq + I(pos^2)",2060.67251248305,185.257326707851,8.2485803196145,99.8177628527516,5.67488111293788
"CumErr + log_freq",2071.20483933873,174.724999852172,7.77962858871483,94.1428817398138,6.9444771354793
"CumErr",2084.09347992468,161.836359266223,7.20576201634706,87.1984046043345,87.1984046043345
"null",2245.9298391909,0,0,NA,0
