"","NagContributions","NagPercents"
"CumErr",0.0636593141618795,0.755238517274472
"pos",0.0153523395545756,0.182136397706198
"stimlen",0.0030130431747652,0.0357460065310645
"log_freq",0.00226564676288151,0.0268790784882659
