"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,60,60,60,NA,NA,NA,NA,NA,NA
"2",5,97,97,97,97,NA,NA,NA,NA,NA
"3",6,119,119,119,119,119,NA,NA,NA,NA
"4",7,114,114,114,114,114,114,NA,NA,NA
"5",8,155,155,155,155,155,155,155,NA,NA
"6",9,91,91,91,91,91,91,91,91,NA
"7",10,84,84,84,84,84,84,84,84,84
