"Description","ParameterValue"
"min preserved",0.860843373493976
"max preserved",1.01265060240964
"mean change in probability for each additional length: ",-0.01018560335264
"mean change in probability for each additional position (excluding  U-shape): ",0.00304881059396569
"U-shape",0
