"","NagContributions","NagPercents"
"CumErr",0.0503187842365554,0.768212543396763
"pos",0.00486777464095104,0.0743158960285574
"stimlen",0.00382910641989559,0.0584586377909322
"log_freq",0.00648545762629253,0.0990129227837475
