"","NagContributions","NagPercents"
"CumErr",0.0420814486018544,0.859600523502387
"I(pos^2)",0.00103682025207483,0.0211791956093005
"pos",0.000919500328565886,0.0187826938011117
"log_freq",0.0049168876043531,0.100437587087201
