"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,51,51,51,NA,NA,NA,NA,NA,NA
"2",5,83,83,83,83,NA,NA,NA,NA,NA
"3",6,105,105,105,105,105,NA,NA,NA,NA
"4",7,109,109,109,109,109,109,NA,NA,NA
"5",8,146,146,146,146,146,146,146,NA,NA
"6",9,87,87,87,87,87,87,87,87,NA
"7",10,77,77,77,77,77,77,77,77,77
