"","CumErr","I(pos^2)","pos","stimlen"
"McFadden",0.289960642528712,0.0242090360315567,0.031193463962608,0.00597007651762553
"SquaredCorrelation",0.187313383828203,0.0169155146951938,0.0218057531609072,0.00434659145296792
"Nagelkerke",0.187313383828203,0.0169155146951938,0.0218057531609072,0.00434659145296792
"Estrella",0.228804896973756,0.0185550930585313,0.0238863592383855,0.00449504597748667
