"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + pos + I(pos^2) + stimlen",1878.53358002084,1012.93437301352,35.0318381343472,100,0.441354763783551
"CumErr + pos + I(pos^2)",1883.00421413014,1008.46373890422,34.8772234479003,99.5586452362164,3.26308696271049
"CumErr + pos",1916.05714359676,975.410809437606,33.7341041049406,96.295558273506,0.654384670534569
"CumErr",1922.68563085633,968.78232217803,33.5048611263829,95.6411736029714,95.6411736029714
"null",2891.46795303436,0,0,NA,0
