"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","CumErr","I(pos^2)","pos","stimlen"
"preserved ~ CumErr",1949.77819388415,0,1,1,0.420678251164718,2.85060793366535,NA,-2.03601901215352,NA,NA,NA
"preserved ~ (I(pos^2) + pos)",2731.93771939627,782.159525512123,1.43290385477275e-170,1.43290385477275e-170,0.114983108356783,4.43236376927331,NA,NA,0.0423071911535986,-0.760965720779357,NA
"preserved ~ pos",2748.37979379413,798.601599909981,3.85359402553544e-174,3.85359402553544e-174,0.107671941353776,3.56885755637626,NA,NA,NA,-0.339936699072771,NA
"preserved ~ stimlen",2902.62063151508,952.842437630935,1.23849314411968e-207,1.23849314411968e-207,0.0325263818260135,4.01512631680605,NA,NA,NA,NA,-0.247405237696169
"preserved ~ 1",2961.08047660955,1011.30228272541,2.50322298602729e-220,2.50322298602729e-220,2.25664707464057e-16,2.05544992950646,NA,NA,NA,NA,NA
"preserved ~ CumPres",2961.71412270126,1011.93592881711,1.82349693445491e-220,1.82349693445491e-220,0.00120971507709805,2.1538184061875,-0.039606581898462,NA,NA,NA,NA
