"","CumErr","I(pos^2)","pos","stimlen"
"McFadden",0.143875239448739,0.0222747122564207,0.0252042876606162,0.0109076223702601
"SquaredCorrelation",0.153437405758461,0.0257683897310029,0.0291476721281594,0.0127369256724411
"Nagelkerke",0.21633407462339,0.0363313021321987,0.0410958113251576,0.0179580136621445
"Estrella",0.172400923874334,0.027144388216947,0.0307172090114024,0.0133138464438362
