"","Df","Deviance","AIC"
"CumErr",1,1089.27078280991,1194.6080154096
"I(pos^2)",1,972.031760468431,1077.36899306812
"pos",1,970.991479305448,1076.32871190514
"stimlen",1,964.985456595174,1070.32268919486
"<none>",NA,962.043419573718,1069.38065217341
