"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","stimlen","pos","stimlen:pos","I(pos^2)","stimlen:I(pos^2)"
"preserved ~ stimlen * (I(pos^2) + pos)",1231.28508373378,0,1,0.346486973938096,0.117654975469428,2.27419756932902,0.0414512689709654,-0.497365030700915,-0.0294052527588416,0.0927481418773181,-0.00481795096973793
"preserved ~ stimlen + pos",1231.79955634278,0.514472609004997,0.773185484965117,0.267898698978422,0.110930085881251,2.60572812637039,-0.093428557661862,-0.289177324466734,NA,NA,NA
"preserved ~ stimlen + I(pos^2) + pos",1232.37998746806,1.09490373428116,0.578421829804603,0.200415629468733,0.112467572010626,2.93467599081085,-0.106788758882886,-0.442591993053223,NA,0.019287434099759,NA
"preserved ~ stimlen * pos",1233.15806413376,1.87298039997791,0.392001269769524,0.135823333742333,0.111504655221726,2.20778064629962,-0.0390773886305494,-0.167357781084939,-0.0159321224281895,NA,NA
"preserved ~ pos",1235.89385724211,4.60877350832811,0.099819996084722,0.0345863283819079,0.106291333781906,2.10686945093614,NA,-0.326405938788654,NA,NA,NA
"preserved ~ I(pos^2) + pos",1237.59300206119,6.30791832741488,0.0426828036918246,0.0147890354903741,0.106764433557956,2.24536794575267,NA,-0.411705660469677,NA,0.0103572285385885,NA
"preserved ~ stimlen",1288.44285457794,57.157770844163,3.87567866506222e-13,1.34287217261384e-13,0.0447413635459049,2.57907414614579,-0.240189601256558,NA,NA,NA,NA
"preserved ~ 1",1329.98045042554,98.695366691758,3.70316811282679e-22,1.2830995133974e-22,-3.34361308712983e-16,0.948695282828906,NA,NA,NA,NA,NA
