"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + pos + I(pos^2) + log_freq",2710.07537419356,1088.60646288239,28.6574793460551,100,0.959243589627377
"CumErr + pos + I(pos^2)",2720.51776190503,1078.16407517092,28.3825843124793,99.0407564103726,2.89842586181717
"CumErr + pos",2752.07021315862,1046.61162391732,27.5519685197683,96.1423305485554,3.58011202383452
"CumErr",2791.04354402851,1007.63829304743,26.5259986559723,92.5622185247209,92.5622185247209
"null",3798.68183707594,0,0,NA,0
