"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + pos + log_freq + I(pos^2)",1617.63034729504,155.984166090747,8.79470510155989,100,3.34403866197671
"CumErr + pos + log_freq",1622.84651811568,150.76799527011,8.50060676275689,96.6559613380233,8.35814390055309
"CumErr + pos",1635.88389917962,137.730614206168,7.76553265473923,88.2978174374702,17.0204763874368
"CumErr",1662.43314733724,111.181366048552,6.26863194958353,71.2773410500334,71.2773410500334
"null",1773.61451338579,0,0,NA,0
