"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","I(pos^2)","pos","log_freq","stimlen"
"preserved ~ CumErr + I(pos^2) + pos + log_freq",1715.66892026417,0,1,0.701923231055384,0.104871071301093,2.13205487987989,-1.22846759937658,-0.0337298096696227,0.482511500421392,0.130149408024234,NA
"preserved ~ CumErr + I(pos^2) + pos + stimlen + log_freq",1717.39356979346,1.72464952929408,0.422179472679428,0.296337579548402,0.105037091464797,2.30403189644253,-1.23118661136373,-0.0325536467879915,0.47885066780265,0.124896148972425,-0.0234514298753375
"preserved ~ CumErr + I(pos^2) + pos + stimlen",1728.81520971303,13.1462894488577,0.00139739606970214,0.000980864764309418,0.0979606246843253,2.60819208504085,-1.26008235307202,-0.0316618167911192,0.472175114068374,NA,-0.0648435895846733
"preserved ~ CumErr + I(pos^2) + pos",1729.32985576681,13.6609355026353,0.00108035266301735,0.000758324631904427,0.0965678038843822,2.13400735805753,-1.25484152959781,-0.0351302610282187,0.482133333669523,NA,NA
"preserved ~ 1",1885.65760527279,169.988685008621,1.22299887455228e-37,8.58451321602832e-38,-6.72893479752494e-16,2.89084851312831,NA,NA,NA,NA,NA
