"","CumErr","I(pos^2)","pos","log_freq"
"McFadden",0.0753061991155009,0.00318470875716953,0.0056872160382712,0.0103128730252263
"SquaredCorrelation",0.0314140835099008,0.00131485605615893,0.00234499584833576,0.0043163764659864
"Nagelkerke",0.0314140835099008,0.00131485605615893,0.00234499584833576,0.0043163764659864
"Estrella",0.032907563987199,0.00141266717990067,0.00252749846666615,0.00448818369015734
