"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + pos + I(pos^2) + stimlen",3798.21409925542,670.322912592771,15.0009479795161,100,1.22119895948057
"CumErr + pos + I(pos^2)",3806.40007568916,662.136936159029,14.817756558878,98.7788010405194,5.82211672883004
"CumErr + pos",3845.42705812041,623.109953727784,13.9443838570795,92.9566843116894,16.1430822818896
"CumErr",3953.63783745462,514.899174393574,11.5227684816828,76.8136020297998,76.8136020297998
"null",4468.53701184819,0,0,NA,0
