"","NagContributions","NagPercents"
"CumErr",0.0685936787093905,0.411066009060603
"I(pos^2)",0.0379413800727193,0.227373891854106
"pos",0.0496653576398396,0.297632970525919
"stimlen",0.0106673790110653,0.063927128559372
