"Description","ParameterValue"
"min preserved",0.317545029239766
"max preserved",1.01100467836257
"mean change in probability for each additional length: ",-0.0153660256940037
"mean change in probability for each additional position (excluding  U-shape): ",-0.0538321896406465
"U-shape",0
