"","NagContributions","NagPercents"
"stimlen",0.017868710137058,0.583626281598468
"I(pos^2)",0.00361748300757321,0.118153920471128
"pos",0.00512277126185296,0.16731951663563
"log_freq",0.00400773449905211,0.130900281294774
