"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","stimlen","I(pos^2)","pos","log_freq"
"preserved ~ stimlen + I(pos^2) + pos + log_freq",5438.94936461843,0,1,0.927129390742646,0.040118165739343,1.58846416574439,-0.168718166058915,0.0271508926757777,-0.254578186149626,0.0458331781653316
"preserved ~ stimlen + I(pos^2) + pos",5444.03618010521,5.08681548677396,0.0785981007451225,0.0728706092573545,0.037778393104173,1.70198555916443,-0.18320948970644,0.0272494310477203,-0.255355693102808,NA
"preserved ~ 1",5557.10251694181,118.153152323377,2.20479879688385e-26,2.04413376526504e-26,-3.14633179553816e-16,-0.166944162981941,NA,NA,NA,NA
