"","NagContributions","NagPercents"
"CumErr",0.162686122197994,0.790231181794356
"I(pos^2)",0.0157525705094393,0.0765164984068111
"pos",0.0217202469134754,0.10550387553286
"log_freq",0.00571261536960337,0.0277484442659727
