"","model","p_accounted_for","model_deviance","diff_CumErr+pos","diff_CumErr","diff_CumErr+pos+I(pos^2)","diff_CumErr+pos+I(pos^2)+log_freq"
"1","preserved ~ CumErr+pos",0.859481433490025,1122.71246464786,0,-0.0168951397836112,-0.0401096243003121,-0.0425130759197473
"2","preserved ~ CumErr",0.876376573273636,1128.46225675368,0.0168951397836112,0,-0.0232144845167008,-0.0256179361361361
"3","preserved ~ CumErr+pos+I(pos^2)",0.899591057790337,1108.29988436557,0.0401096243003121,0.0232144845167008,0,-0.00240345161943523
"4","preserved ~ CumErr+pos+I(pos^2)+log_freq",0.901994509409773,1102.39679358163,0.0425130759197473,0.0256179361361361,0.00240345161943523,0
