"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + log_freq + CumPres",2032.4668212054,147.068510708213,6.74770023476005,100,6.14670865535723
"CumErr + log_freq",2041.5066940824,138.028637831206,6.33293876039249,93.8532913446428,6.82353006310477
"CumErr",2051.54195812394,127.993373789671,5.87250740630545,87.029761281538,87.029761281538
"null",2179.53533191361,0,0,NA,0
