"","CumErr","CumPres","log_freq"
"McFadden",0.057199366602545,0.00347289560553872,0.00680474013951661
"SquaredCorrelation",0.0304281559829597,0.00184444564284379,0.00363295088484542
"Nagelkerke",0.0304281559829597,0.00184444564284379,0.00363295088484542
"Estrella",0.0314983567984315,0.0019157348687142,0.00373640958722236
