"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","CumErr","I(pos^2)","pos","stimlen"
"preserved ~ CumErr",2055.54195812394,0,1,1,0.0748692317164973,2.77573449083772,NA,-0.879023748813502,NA,NA,NA
"preserved ~ CumPres",2177.4188456334,121.876887509465,3.42586418305031e-27,3.42586418305031e-27,0.00363228342259638,2.30347660348741,0.0733388863302623,NA,NA,NA,NA
"preserved ~ pos",2178.27060361432,122.728645490385,2.23775865759794e-27,2.23775865759794e-27,0.00312679681798615,2.73418790809021,NA,NA,NA,-0.0624748902691856,NA
"preserved ~ (I(pos^2) + pos)",2180.23002276511,124.688064641169,8.40099610921212e-28,8.40099610921212e-28,0.00315088246766332,2.77012119547127,NA,NA,0.00242340555046294,-0.0839953400927987,NA
"preserved ~ 1",2181.53533191361,125.99337378967,4.37407779990801e-28,4.37407779990801e-28,2.65375121013554e-16,2.48625417727877,NA,NA,NA,NA,NA
"preserved ~ stimlen",2182.8414768424,127.299518718461,2.27646373293549e-28,2.27646373293549e-28,0.000412324570561289,2.71570190223575,NA,NA,NA,NA,-0.0297102907110408
