"","Df","Deviance","AIC"
"CumErr",1,2153.82729016695,2159.82729016695
"log_freq",1,2044.60805361147,2050.60805361148
"CumPres",1,2041.5066940824,2047.5066940824
"<none>",NA,2032.4668212054,2040.4668212054
