Model,AIC,DeltaAIC,AICexp,AICwt,NagR2,(Intercept),CumErr,I(pos^2),pos,log_freq,stimlen
preserved ~ CumErr + I(pos^2) + pos + stimlen + log_freq,3302.003061,0,1,0.592649187,0.093447632,3.597844134,-0.712851679,0.040561512,-0.36419845,0.044337066,-0.089231725
preserved ~ CumErr + I(pos^2) + pos + stimlen,3302.980031,0.976970071,0.613555205,0.363622993,0.092155958,3.700011829,-0.716331618,0.040748285,-0.365409365,NA,-0.102617225
preserved ~ CumErr + I(pos^2) + pos + log_freq,3307.476123,5.473062333,0.06479472,0.038400538,0.09035887,2.940325958,-0.711185385,0.036141426,-0.351227376,0.060500386,NA
preserved ~ CumErr + I(pos^2) + pos,3311.426584,9.423522942,0.00898893,0.005327282,0.087809943,2.947215281,-0.715826937,0.035440648,-0.350469409,NA,NA
preserved ~ 1,3543.17555,241.1724895,4.27E-53,2.53E-53,4.40E-16,1.940038319,NA,NA,NA,NA,NA
