"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + I(pos^2) + pos + stimlen",2884.36660278711,209.717344520195,6.77801081327176,100,4.82452854603039
"CumErr + I(pos^2) + pos",2894.48447593946,199.599471367841,6.45100374673244,95.1754714539696,7.24398097933083
"CumErr + I(pos^2)",2909.67636048686,184.40758682044,5.96000593264205,87.9314904746388,0.0274130629309894
"CumErr",2909.73385043449,184.35009687281,5.95814787227233,87.9040774117078,87.9040774117078
"null",3094.0839473073,0,0,NA,0
