"","model","p_accounted_for","model_deviance","diff_CumErr+I(pos^2)","diff_CumErr","diff_CumErr+I(pos^2)+pos","diff_CumErr+I(pos^2)+pos+stimlen"
"1","preserved ~ CumErr+I(pos^2)",0.756673253821062,2909.67636048686,0,-0.00265096853197011,-0.00565922250566819,-0.00786921166483945
"2","preserved ~ CumErr",0.759324222353033,2909.73385043449,0.00265096853197011,0,-0.00300825397369808,-0.00521824313286934
"3","preserved ~ CumErr+I(pos^2)+pos",0.762332476326731,2894.48447593946,0.00565922250566819,0.00300825397369808,0,-0.00220998915917126
"4","preserved ~ CumErr+I(pos^2)+pos+stimlen",0.764542465485902,2884.36660278711,0.00786921166483945,0.00521824313286934,0.00220998915917126,0
