"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","stimlen","pos","stimlen:pos","I(pos^2)","stimlen:I(pos^2)"
"preserved ~ stimlen + I(pos^2) + pos",1018.19958464781,0,1,0.359012108233397,0.0088788853065414,3.09491261349711,-0.0885548575985301,-0.377986829529858,NA,0.0497329963577563,NA
"preserved ~ stimlen",1019.21350726696,1.01392261914759,0.6023230741687,0.216241276694926,0.00230455493485893,2.39282231847345,-0.0659167449257596,NA,NA,NA,NA
"preserved ~ stimlen * pos",1020.83275996987,2.63317532205758,0.268048415207255,0.0962326266521777,0.0071492912008296,3.65539859850012,-0.233141111979913,-0.445066958792652,0.0574337103642535,NA,NA
"preserved ~ 1",1020.95128246763,2.75169781981049,0.252625048845834,0.0906954513787077,0,1.94353131941448,NA,NA,NA,NA,NA
"preserved ~ stimlen + pos",1021.26905893667,3.06947428885223,0.215512332342989,0.077371536784753,0.00233040279350859,2.39477362751069,-0.0631265654540768,-0.00636748674658602,NA,NA,NA
"preserved ~ I(pos^2) + pos",1021.34704755143,3.14746290361245,0.207270318368436,0.0744125539716596,0.00544320698842341,2.49980520473912,NA,-0.348564106575244,NA,0.0422179984779688,NA
"preserved ~ stimlen * (I(pos^2) + pos)",1022.36976742689,4.17018277907346,0.124295760314749,0.0446236829550711,0.0106183647859525,2.56045413220101,-0.0365026945487941,0.251660511711595,-0.0690698475043411,-0.0777499365029114,0.0145605249724821
"preserved ~ pos",1022.51921521731,4.31963056949621,0.115346425314397,0.0414107633293076,0.000519704388190091,2.03170909389355,NA,-0.0267761263942122,NA,NA,NA
