"","NagContributions","NagPercents"
"CumErr",0.454773761334514,0.805975275645731
"I(pos^2)",0.0160263368409546,0.0284027627607095
"pos",0.0179245142684697,0.0317668180458619
"stimlen",0.0113306639647099,0.0200808309287855
"log_freq",0.0641974681562003,0.113774312618912
