"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,52,51,53,NA,NA,NA,NA,NA,NA
"2",5,70,67,70,70,NA,NA,NA,NA,NA
"3",6,97,84,89,90,96,NA,NA,NA,NA
"4",7,104,100,96,95,90,101,NA,NA,NA
"5",8,132,123,122,119,114,116,120,NA,NA
"6",9,83,73,78,69,75,71,74,77,NA
"7",10,79,66,75,76,71,72,73,64,75
