"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,0.596153846153846,0.823529411764706,0.60377358490566,NA,NA,NA,NA,NA,NA
"2",5,0.614285714285714,0.761194029850746,0.614285714285714,0.528571428571429,NA,NA,NA,NA,NA
"3",6,0.556701030927835,0.583333333333333,0.471910112359551,0.611111111111111,0.3125,NA,NA,NA,NA
"4",7,0.480769230769231,0.46,0.385416666666667,0.494736842105263,0.555555555555556,0.415841584158416,NA,NA,NA
"5",8,0.545454545454545,0.51219512195122,0.401639344262295,0.369747899159664,0.482456140350877,0.551724137931034,0.366666666666667,NA,NA
"6",9,0.493975903614458,0.383561643835616,0.217948717948718,0.260869565217391,0.36,0.394366197183099,0.5,0.350649350649351,NA
"7",10,0.455696202531646,0.409090909090909,0.24,0.302631578947368,0.267605633802817,0.291666666666667,0.315068493150685,0.453125,0.426666666666667
