"","NagContributions","NagPercents"
"stimlen",0.0229090037257705,0.617491159116515
"I(pos^2)",0.00393837984765957,0.106155412355918
"pos",0.00546150335234538,0.147209807808657
"log_freq",0.00479124542032634,0.12914362071891
