"","CumErr","I(pos^2)","pos","stimlen"
"McFadden",0.267810447655248,0.0266394821006983,0.0344863010813896,0.0078339075961166
"SquaredCorrelation",0.158364118374808,0.0169378481321798,0.0217926902137837,0.00511816910093689
"Nagelkerke",0.158364118374808,0.0169378481321798,0.0217926902137837,0.00511816910093689
"Estrella",0.19301577022785,0.0184544964365859,0.0239683770920387,0.00534069358813222
