"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","I(pos^2)","pos","log_freq","stimlen"
"preserved ~ CumErr + I(pos^2) + pos + stimlen",1861.71692050269,0,1,0.387691493293527,0.413766189836634,5.30650501418729,-1.93381745141828,0.0822749060071523,-0.850083027358673,NA,-0.0838381419040223
"preserved ~ CumErr + I(pos^2) + pos + stimlen + log_freq",1862.64194482617,0.9250243234751,0.629699749221956,0.24412923610242,0.414187763847082,5.218237385298,-1.93336176593226,0.0819289236518067,-0.847327640281064,0.0368193274048077,-0.0725950373842697
"preserved ~ CumErr + I(pos^2) + pos + log_freq",1863.14374201544,1.42682151274607,0.48997017534487,0.189957268948744,0.413206463980161,4.68346719605484,-1.93698768037893,0.0781085521028013,-0.8350141311519,0.0503210260156272,NA
"preserved ~ CumErr + I(pos^2) + pos",1863.27128036164,1.55435985895065,0.459700573105879,0.178222001655309,0.412371498416706,4.69320680667042,-1.93849379017448,0.0777638844957128,-0.83667007888682,NA,NA
"preserved ~ 1",2793.96855842549,932.2516379228,3.66546394892136e-203,1.42106919197091e-203,2.27172905032782e-16,2.14544830158524,NA,NA,NA,NA,NA
