"","NagContributions","NagPercents"
"CumErr",0.158364118374808,0.78315565657758
"I(pos^2)",0.0169378481321798,0.0837624817483831
"pos",0.0217926902137837,0.107771058167193
"stimlen",0.00511816910093689,0.0253108035068438
