"","model","p_accounted_for","model_deviance","diff_CumErr+pos","diff_CumErr","diff_CumErr+pos+I(pos^2)","diff_CumErr+pos+I(pos^2)+stimlen"
"1","preserved ~ CumErr+pos",0.665058885790496,2882.36590131879,0,-0.034355028300133,-0.0468477599576427,-0.0749016356758172
"2","preserved ~ CumErr",0.699413914090629,2887.38617303619,0.034355028300133,0,-0.0124927316575096,-0.0405466073756842
"3","preserved ~ CumErr+pos+I(pos^2)",0.711906645748139,2874.48290512899,0.0468477599576427,0.0124927316575096,0,-0.0280538757181745
"4","preserved ~ CumErr+pos+I(pos^2)+stimlen",0.739960521466313,2863.90352486692,0.0749016356758172,0.0405466073756842,0.0280538757181745,0
