"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumErr + pos + I(pos^2) + stimlen",2863.90352486692,171.481248618637,5.64940728821419,100,6.16940939449026
"CumErr + pos + I(pos^2)",2874.48290512899,160.90186835657,5.30087222424209,93.8305906055097,4.59700186073002
"CumErr + pos",2882.36590131879,153.018872166768,5.04116886608266,89.2335887447797,2.92759223404173
"CumErr",2887.38617303619,147.998600449371,4.87577725704352,86.305996510738,86.305996510738
"null",3035.38477348556,0,0,NA,0
