"","NagContributions","NagPercents"
"CumErr",0.00767182461484367,0.506850413238542
"CumPres",0.00289674987049091,0.191378054454772
"stimlen",0.000973331806017349,0.0643046019513524
"log_freq",0.00359436353197568,0.237466930355334
