"","CumErr","CumPres","stimlen","log_freq"
"McFadden",0.0120183238034504,0.00454178319102225,0.00152186287594374,0.00562684000825759
"SquaredCorrelation",0.00767182461484367,0.00289674987049091,0.000973331806017349,0.00359436353197568
"Nagelkerke",0.00767182461484367,0.00289674987049091,0.000973331806017349,0.00359436353197568
"Estrella",0.00776499994455041,0.00293586291373225,0.000982229266932866,0.00363409319859057
