"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,0.87037037037037,0.888888888888889,0.833333333333333,NA,NA,NA,NA,NA,NA
"2",5,0.858695652173913,0.923913043478261,0.857142857142857,0.868131868131868,NA,NA,NA,NA,NA
"3",6,0.904347826086957,0.90990990990991,0.814159292035398,0.842105263157895,0.771929824561403,NA,NA,NA,NA
"4",7,0.807692307692308,0.882352941176471,0.836538461538462,0.823529411764706,0.894230769230769,0.865384615384615,NA,NA,NA
"5",8,0.820689655172414,0.881118881118881,0.867132867132867,0.832167832167832,0.839160839160839,0.86013986013986,0.818181818181818,NA,NA
"6",9,0.873563218390805,0.870588235294118,0.790697674418605,0.894117647058824,0.804878048780488,0.850574712643678,0.829545454545455,0.779069767441861,NA
"7",10,0.773333333333333,0.918918918918919,0.853333333333333,0.791666666666667,0.826666666666667,0.746666666666667,0.842105263157895,0.863013698630137,0.75
