"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumErr","CumPres","log_freq","stimlen"
"preserved ~ CumErr + CumPres + log_freq",3290.92905171565,0,1,0.431491421011469,0.0988590482109804,1.73043405044535,-0.659237285833281,0.146822967206735,0.0476436655394341,NA
"preserved ~ CumErr + CumPres + stimlen + log_freq",3292.10023122001,1.17117950435977,0.556777404279536,0.240244673359654,0.0991903359629761,1.91929320401599,-0.650774625494037,0.153815031936039,0.0414281157112239,-0.0273064171381903
"preserved ~ CumErr + CumPres + stimlen",3292.85688276476,1.92783104910905,0.381396590780295,0.164569356924719,0.098088214379582,2.02085733874135,-0.658276458796029,0.155097196943088,NA,-0.0408384661933897
"preserved ~ CumErr + CumPres",3292.86754260614,1.93849089049309,0.379369184954912,0.163694548704158,0.0972838732551079,1.74068702001855,-0.67383769310141,0.143987238919769,NA,NA
"preserved ~ 1",3525.01724832629,234.088196610638,1.47364870455011e-51,6.35866773598038e-52,1.91829054139508e-16,1.69146844854879,NA,NA,NA,NA
