"","CumErr","CumPres","log_freq"
"McFadden",0.0561749641779545,0.00944924044866289,0.00252425440369218
"SquaredCorrelation",0.0471427094823231,0.00792176094974617,0.0021508414030913
"Nagelkerke",0.0471427094823231,0.00792176094974617,0.0021508414030913
"Estrella",0.0487985928090241,0.00821044669022271,0.00218752636707938
