"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","stimlen"
"preserved ~ CumPres + stimlen",2300.7257512831,0,1,0.8677831838023,0.0291715241586164,2.63648603434322,0.231831307436109,-0.084450406046389
"preserved ~ CumPres",2304.48874882955,3.76299754644788,0.152361579089741,0.132216816191641,0.0260393376307232,2.03936055742198,0.209423914135081,NA
"preserved ~ stimlen",2352.10138138592,51.3756301028216,6.98109697744105e-12,6.05807856151641e-12,4.0821053278982e-06,2.48493006315014,NA,0.00291287463753468
