"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","I(pos^2)","pos","stimlen"
"preserved ~ CumPres + pos",2275.92709678271,0,1,0.999999372058473,0.0426027971072507,2.61886628109485,0.681957065818768,NA,-0.458300045061355,NA
"preserved ~ CumPres + I(pos^2) + pos",2277.7383413226,0,1,0.999998446813877,0.0427047390412944,2.55194494666246,0.681203301937136,-0.00571036116481139,-0.411875800626039,NA
"preserved ~ CumPres + stimlen",2300.7257512831,0,1,0.8677831838023,0.0291715241586164,2.63648603434322,0.231831307436109,NA,NA,-0.084450406046389
"preserved ~ CumPres",2304.48874882955,26.7504075069473,1.55318366914343e-06,1.55318125676011e-06,0.0260393376307232,2.03936055742198,0.209423914135081,NA,NA,NA
"preserved ~ CumPres",2304.48874882955,3.76299754644788,0.152361579089741,0.132216816191641,0.0260393376307232,2.03936055742198,0.209423914135081,NA,NA,NA
"preserved ~ CumPres",2304.48874882955,28.5616520468411,6.27936981514304e-07,6.27936587206597e-07,0.0260393376307232,2.03936055742198,0.209423914135081,NA,NA,NA
"preserved ~ pos",2327.99439815021,52.0673013675014,4.94002519889571e-12,4.94002209684874e-12,0.0132213844862894,2.01602154425013,NA,NA,0.136998932394555,NA
"preserved ~ I(pos^2) + pos",2329.83571240095,52.0973710783519,4.86630818517486e-12,4.86630062689252e-12,0.0133081481500869,1.95562374728321,NA,-0.00514560272883141,0.178486429945353,NA
"preserved ~ stimlen",2352.10138138592,51.3756301028216,6.98109697744105e-12,6.05807856151641e-12,4.0821053278982e-06,2.48493006315014,NA,NA,NA,0.00291287463753468
