"model","deviance","deviance_explained","percent_explained","percent_of_explained_deviance","increment_in_explained"
"CumPres + pos + log_freq",2251.61603955908,96.4927667644629,4.10938226135877,100,18.9766112400163
"CumPres + pos",2269.92709678271,78.1817095408351,3.32956076525453,81.0233887599837,31.6724797843569
"CumPres",2300.48874882955,47.620057493994,2.02801749926372,49.3509089756268,49.3509089756268
"null",2348.10880632354,0,0,NA,0
