"","stimlen","1","2","3","4","5","6","7","8","9"
"1",4,58,58,58,NA,NA,NA,NA,NA,NA
"2",5,92,91,92,92,NA,NA,NA,NA,NA
"3",6,119,119,119,118,118,NA,NA,NA,NA
"4",7,114,112,112,114,114,114,NA,NA,NA
"5",8,153,151,151,151,152,153,152,NA,NA
"6",9,93,93,93,92,93,92,93,93,NA
"7",10,86,86,86,86,86,86,86,86,86
