"Model","AIC","DeltaAIC","AICexp","AICwt","NagR2","(Intercept)","CumPres","I(pos^2)","pos"
"preserved ~ CumPres + I(pos^2) + pos",2277.7383413226,0,1,0.999998446813877,0.0427047390412944,2.55194494666246,0.681203301937136,-0.00571036116481139,-0.411875800626039
"preserved ~ CumPres",2304.48874882955,26.7504075069473,1.55318366914343e-06,1.55318125676011e-06,0.0260393376307232,2.03936055742198,0.209423914135081,NA,NA
"preserved ~ I(pos^2) + pos",2329.83571240095,52.0973710783519,4.86630818517486e-12,4.86630062689252e-12,0.0133081481500869,1.95562374728321,NA,-0.00514560272883141,0.178486429945353
